coin_id,coin_name,coin_code,info_url,price,h1,h24,d7,h24_volume,market_cap,sparkline_url,market_per_trade
959,Kin,KIN,https://www.coingecko.com/en/coins/kin,0.00014220614,0.2,17,-28.6,4968779,221769220,https://www.coingecko.com/coins/959/sparkline,0.022405178680792583
14420,Anchor Protocol,ANC,https://www.coingecko.com/en/coins/anchor-protocol,3.07,-0.1,4.3,-11,7098965,327737460,https://www.coingecko.com/coins/14420/sparkline,0.021660523639867105
1341,Uquid Coin,UQC,https://www.coingecko.com/en/coins/uquid-coin,16.82,0,4.4,-6.9,3550652,168174998,https://www.coingecko.com/coins/1341/sparkline,0.021112841041924676
9651,Velas,VLX,https://www.coingecko.com/en/coins/velas,0.053901588781,-0.4,-0.1,2.9,2168839,117904138,https://www.coingecko.com/coins/9651/sparkline,0.01839493538386244
7588,Telos,TLOS,https://www.coingecko.com/en/coins/telos,0.45484,0.2,13.7,111,1784568,100807744,https://www.coingecko.com/coins/7588/sparkline,0.017702687603047638
13677,THORChain (ERC20),RUNE,https://www.coingecko.com/en/coins/thorchain-erc20,10.52,-0.5,7.6,10.1,2935414,170865883,https://www.coingecko.com/coins/13677/sparkline,0.017179637903489486
13860,Bounce,AUCTION,https://www.coingecko.com/en/coins/bounce,32.9,-0.2,6.3,-15.5,2541807,150652969,https://www.coingecko.com/coins/13860/sparkline,0.01687193433273791
14013,Radicle,RAD,https://www.coingecko.com/en/coins/radicle,14.53,2.3,9.9,69.5,4846808,290027562,https://www.coingecko.com/coins/14013/sparkline,0.016711542746409735
15602,GeroWallet,GERO,https://www.coingecko.com/en/coins/gerowallet,0.392259,-0.4,11.1,-21.7,1685795,102400258,https://www.coingecko.com/coins/15602/sparkline,0.016462800318335136
14870,ApeSwap Finance,BANANA,https://www.coingecko.com/en/coins/apeswap-finance,4.71,0.1,4.3,10.9,4107393,250570197,https://www.coingecko.com/coins/14870/sparkline,0.016392184901383146
8825,Prometeus,PROM,https://www.coingecko.com/en/coins/prometeus,18.45,-0.9,2,-12.6,4842735,303916885,https://www.coingecko.com/coins/8825/sparkline,0.01593440588205555
10886,Energy Web Token,EWT,https://www.coingecko.com/en/coins/energy-web-token,11.29,-0.4,6.4,-13.7,6721554,444123789,https://www.coingecko.com/coins/10886/sparkline,0.015134415598710475
1254,Bitcoin Diamond,BCD,https://www.coingecko.com/en/coins/bitcoin-diamond,2.54,-0.2,6.2,-12.8,7222002,478489455,https://www.coingecko.com/coins/1254/sparkline,0.015093335755957255
14879,Sentinel,DVPN,https://www.coingecko.com/en/coins/sentinel,0.024587564557,0,10.1,15.5,1564347,104172208,https://www.coingecko.com/coins/14879/sparkline,0.01501693234725331
3693,Kadena,KDA,https://www.coingecko.com/en/coins/kadena,0.821932,0.5,7.3,-3.4,1767847,117753732,https://www.coingecko.com/coins/3693/sparkline,0.015013086803906988
13861,Vai,VAI,https://www.coingecko.com/en/coins/vai,0.77903,-0.2,-0.7,-2.6,2092492,146123933,https://www.coingecko.com/coins/13861/sparkline,0.014319981381831545
16911,Metahero,HERO,https://www.coingecko.com/en/coins/metahero,0.030783931518,-0.7,-1.2,-0.5,1982240,144712628,https://www.coingecko.com/coins/16911/sparkline,0.013697767965349921
11871,Secret,SCRT,https://www.coingecko.com/en/coins/secret,1.7,-0.8,6.4,-2.3,3347370,249236058,https://www.coingecko.com/coins/11871/sparkline,0.013430520554935113
7460,RSK Infrastructure Framework,RIF,https://www.coingecko.com/en/coins/rsk-infrastructure-framework,0.250001,-0.1,3.4,2.6,2544899,190903458,https://www.coingecko.com/coins/7460/sparkline,0.013330816668601152
662,Gnosis,GNO,https://www.coingecko.com/en/coins/gnosis,288.22,-0.8,-6.4,23,5760649,435463452,https://www.coingecko.com/coins/662/sparkline,0.013228777233869905
11976,Cream,CREAM,https://www.coingecko.com/en/coins/cream,174.54,-0.3,1.1,-12.3,1719899,134112947,https://www.coingecko.com/coins/11976/sparkline,0.012824257750446719
14316,PlayDapp,PLA,https://www.coingecko.com/en/coins/playdapp,0.99302,-2.1,7.7,1,2295266,180354258,https://www.coingecko.com/coins/14316/sparkline,0.012726430889144852
2138,SingularityNET,AGIX,https://www.coingecko.com/en/coins/singularitynet,0.302888,0.4,11.4,2,2403802,191481261,https://www.coingecko.com/coins/2138/sparkline,0.012553719290578517
542,Golem,GLM,https://www.coingecko.com/en/coins/golem,0.460888,0.3,4.3,6.6,5735633,459475430,https://www.coingecko.com/coins/542/sparkline,0.012483002627583372
14233,Nerve Finance,NRV,https://www.coingecko.com/en/coins/nerve-finance,2.86,-0.4,0.5,36.3,1726274,141568328,https://www.coingecko.com/coins/14233/sparkline,0.012193928009095368
14688,Instadapp,INST,https://www.coingecko.com/en/coins/instadapp,7.41,-0.3,-4.7,-8.6,1603702,133233794,https://www.coingecko.com/coins/14688/sparkline,0.01203675097625757
14483,Olympus,OHM,https://www.coingecko.com/en/coins/olympus,349.79,1.2,1.4,26,5208098,459879139,https://www.coingecko.com/coins/14483/sparkline,0.011324927700188636
12785,Akash Network,AKT,https://www.coingecko.com/en/coins/akash-network,3.21,-0.3,9.5,2.1,2658311,243260812,https://www.coingecko.com/coins/12785/sparkline,0.01092782260383148
12465,DeFiPulse Index,DPI,https://www.coingecko.com/en/coins/defipulse-index,394.72,-0.4,5.6,-6.3,2118378,195039703,https://www.coingecko.com/coins/12465/sparkline,0.010861265513719532
5003,AscendEx Token,ASD,https://www.coingecko.com/en/coins/ascendex-token,0.431151,-0.1,3.2,-3.6,3470991,320612530,https://www.coingecko.com/coins/5003/sparkline,0.010826123982116357
7942,KardiaChain,KAI,https://www.coingecko.com/en/coins/kardiachain,0.052626073713,-0.2,-0.5,-7.7,1535715,143533866,https://www.coingecko.com/coins/7942/sparkline,0.010699321649986073
2707,Unibright,UBT,https://www.coingecko.com/en/coins/unibright,3.15,0.5,3.7,25.4,4676633,468102910,https://www.coingecko.com/coins/2707/sparkline,0.009990608689016696
13395,Bonfida,FIDA,https://www.coingecko.com/en/coins/bonfida,4.15,-0.9,6.2,8.4,1920794,205523409,https://www.coingecko.com/coins/13395/sparkline,0.009345864830414524
13145,e-Radix,EXRD,https://www.coingecko.com/en/coins/e-radix,0.126141,-0.2,8.7,-14.3,1297185,140370973,https://www.coingecko.com/coins/13145/sparkline,0.00924111995718659
119,Syscoin,SYS,https://www.coingecko.com/en/coins/syscoin,0.246587,0,6.6,-6.1,1383131,152085051,https://www.coingecko.com/coins/119/sparkline,0.009094457284956954
11423,LUKSO Token,LYXE,https://www.coingecko.com/en/coins/lukso-token,10.79,0.3,0.1,-15,1446827,161108219,https://www.coingecko.com/coins/11423/sparkline,0.008980466725909247
80,MaidSafeCoin,MAID,https://www.coingecko.com/en/coins/maidsafecoin,0.484741,0.3,3.6,-20.8,1897815,219160729,https://www.coingecko.com/coins/80/sparkline,0.008659466541562745
3269,Syntropy,NOIA,https://www.coingecko.com/en/coins/syntropy,0.309358,0.9,6.9,3,1246622,148544185,https://www.coingecko.com/coins/3269/sparkline,0.008392263891043597
99,MonaCoin,MONA,https://www.coingecko.com/en/coins/monacoin,1.59,-0.2,4,-2.1,1025879,131655259,https://www.coingecko.com/coins/99/sparkline,0.007792161192740504
11335,MATH,MATH,https://www.coingecko.com/en/coins/math,1.42,-0.1,0,10.8,1375263,198769065,https://www.coingecko.com/coins/11335/sparkline,0.006918898572069049
4708,Ampleforth,AMPL,https://www.coingecko.com/en/coins/ampleforth,0.956746,-0.4,4.3,2.9,977268,145118020,https://www.coingecko.com/coins/4708/sparkline,0.006734298056161461
8089,DigitalBits,XDB,https://www.coingecko.com/en/coins/digitalbits,0.163026,-0.7,3,-16.4,832800,124486167,https://www.coingecko.com/coins/8089/sparkline,0.00668989993080918
13234,USDP Stablecoin,USDP,https://www.coingecko.com/en/coins/usdp,0.992098,-0.3,-0.4,-0.2,898717,136780475,https://www.coingecko.com/coins/13234/sparkline,0.006570506499557045
14114,Alchemix USD,ALUSD,https://www.coingecko.com/en/coins/alchemix-usd,0.99734,0.1,-0.3,0.3,1513137,245157966,https://www.coingecko.com/coins/14114/sparkline,0.006172089876125012
1109,Electroneum,ETN,https://www.coingecko.com/en/coins/electroneum,0.013441014231,0.7,-3.7,-21.7,1340175,240201021,https://www.coingecko.com/coins/1109/sparkline,0.005579389273287061
1877,OriginTrail,TRAC,https://www.coingecko.com/en/coins/origintrail,0.318154,-3.1,5.4,-11.6,637675,116623018,https://www.coingecko.com/coins/1877/sparkline,0.00546783140185928
14629,Tenset,10SET,https://www.coingecko.com/en/coins/tenset,1.47,0.6,4.9,-11.8,664261,124585735,https://www.coingecko.com/coins/14629/sparkline,0.005331758086108333
12240,Klever,KLV,https://www.coingecko.com/en/coins/klever,0.048678918507,0.5,7.6,6.9,1338673,263765319,https://www.coingecko.com/coins/12240/sparkline,0.005075242662967378
5164,STASIS EURO,EURS,https://www.coingecko.com/en/coins/stasis-eurs,1.18,-0.2,0.9,1.1,533940,105642952,https://www.coingecko.com/coins/5164/sparkline,0.005054194244780286
13631,Hydra,HYDRA,https://www.coingecko.com/en/coins/hydra,17.55,0,3.2,1.2,531889,109535087,https://www.coingecko.com/coins/13631/sparkline,0.004855877824792343
14582,Persistence,XPRT,https://www.coingecko.com/en/coins/persistence,8.12,0,9.1,6.7,1493365,316576946,https://www.coingecko.com/coins/14582/sparkline,0.004717225997877938
8186,Function X,FX,https://www.coingecko.com/en/coins/function-x,0.464496,0.1,3.5,-14.5,826487,184592005,https://www.coingecko.com/coins/8186/sparkline,0.004477371595806655
861,SONM,SNM,https://www.coingecko.com/en/coins/sonm,0.275513,0,-2.2,9.1,532802,120572959,https://www.coingecko.com/coins/861/sparkline,0.004418917843759644
10562,Handshake,HNS,https://www.coingecko.com/en/coins/handshake,0.261771,-0.4,3.9,-2,469084,108138187,https://www.coingecko.com/coins/10562/sparkline,0.004337820089400981
13509,Oxygen,OXY,https://www.coingecko.com/en/coins/oxygen,1.75,-0.2,5.4,-4.1,1418886,353241573,https://www.coingecko.com/coins/13509/sparkline,0.004016758242665848
13878,FEG Token,FEG,https://www.coingecko.com/en/coins/feg-token,0.000000003665,-0.6,4.8,-12.5,550842,152938175,https://www.coingecko.com/coins/13878/sparkline,0.0036017299147188073
16796,Ledgis,LED,https://www.coingecko.com/en/coins/ledgis,1.24,-0.3,-0.4,-4.9,475946,141928368,https://www.coingecko.com/coins/16796/sparkline,0.0033534240314804435
7805,Hxro,HXRO,https://www.coingecko.com/en/coins/hxro,0.525557,-0.5,0.5,4,465523,141479793,https://www.coingecko.com/coins/7805/sparkline,0.003290385079938589
2063,Vectorspace AI,VXV,https://www.coingecko.com/en/coins/vectorspace-ai,4,0,9.1,-5.9,452575,150179547,https://www.coingecko.com/coins/2063/sparkline,0.00301355949622088
9626,PEAKDEFI,PEAK,https://www.coingecko.com/en/coins/peakdefi,0.631228,-0.4,0.1,118.6,1003891,338955992,https://www.coingecko.com/coins/9626/sparkline,0.0029617148647426775
8843,sETH,SETH,https://www.coingecko.com/en/coins/seth,3249.41,0.1,5.7,-0.8,842510,322314881,https://www.coingecko.com/coins/8843/sparkline,0.0026139345393736257
3522,Dero,DERO,https://www.coingecko.com/en/coins/dero,14.87,0.1,6,-1.8,410403,160105669,https://www.coingecko.com/coins/3522/sparkline,0.002563325849505054
16835,Thorstarter,XRUNE,https://www.coingecko.com/en/coins/thorstarter,0.528485,4,27.4,19.5,799047,313106811,https://www.coingecko.com/coins/16835/sparkline,0.0025519949484586585
13453,DerivaDAO,DDX,https://www.coingecko.com/en/coins/derivadao,7.18,-0.2,18.4,64.8,456655,187275004,https://www.coingecko.com/coins/13453/sparkline,0.00243841938457521
5111,Beldex,BDX,https://www.coingecko.com/en/coins/beldex,0.104693,-0.2,3.8,0.2,359922,157221248,https://www.coingecko.com/coins/5111/sparkline,0.002289270722491657
12688,Kirobo,KIRO,https://www.coingecko.com/en/coins/kirobo,0.476936,1.5,6,15.5,305030,142965166,https://www.coingecko.com/coins/12688/sparkline,0.0021335966552859455
13310,Efforce,WOZX,https://www.coingecko.com/en/coins/efforce,0.825943,-2.4,-0.9,-11.6,240854,114410061,https://www.coingecko.com/coins/13310/sparkline,0.002105181990943961
2090,Rocket Pool,RPL,https://www.coingecko.com/en/coins/rocket-pool,17.82,0.1,4.8,-2.4,600789,288090851,https://www.coingecko.com/coins/2090/sparkline,0.0020854150623478146
808,PAC Protocol,PAC,https://www.coingecko.com/en/coins/pac-protocol,0.006563119544,0,5.9,2.1,188645,100294763,https://www.coingecko.com/coins/808/sparkline,0.0018809057856789592
13056,USDX,USDX,https://www.coingecko.com/en/coins/usdx,0.995867,-0.1,-0.1,0.3,226777,123527954,https://www.coingecko.com/coins/13056/sparkline,0.001835835474130819
17380,Artery,ARTR,https://www.coingecko.com/en/coins/artery,1.45,0.1,2.1,-0.6,202722,135739384,https://www.coingecko.com/coins/17380/sparkline,0.0014934648591008782
13299,Sora Validator Token,VAL,https://www.coingecko.com/en/coins/sora-validator-token,1.07,-2.9,-13.6,42.3,135639,110846902,https://www.coingecko.com/coins/13299/sparkline,0.0012236607208021024
17618,hi Dollar,HI,https://www.coingecko.com/en/coins/hi-dollar,0.868487,0,-2,31.3,132040,118252780,https://www.coingecko.com/coins/17618/sparkline,0.0011165910856387477
10644,c0x,CZRX,https://www.coingecko.com/en/coins/compound-0x,0.02253364689,0.9,5.9,4.9,148331,138461963,https://www.coingecko.com/coins/10644/sparkline,0.0010712761597927078
12387,HBTC Captain Token,HBC,https://www.coingecko.com/en/coins/hbtc-token,13.58,-0.3,0.1,-3.6,275544,257722801,https://www.coingecko.com/coins/12387/sparkline,0.0010691487091202302
8103,WPP Token,WPP,https://www.coingecko.com/en/coins/wpp-token,0.040800624634,-2.4,4.8,53.9,131907,128675004,https://www.coingecko.com/coins/8103/sparkline,0.001025117512333631
40,Reddcoin,RDD,https://www.coingecko.com/en/coins/reddcoin,0.003009971974,-10.7,3.6,-22.2,104530,102260180,https://www.coingecko.com/coins/40/sparkline,0.0010221965187231237
13932,Evolution Finance,EVN,https://www.coingecko.com/en/coins/evolution-finance,377.77,0.5,5,-17.1,109356,113165636,https://www.coingecko.com/coins/13932/sparkline,0.0009663357523126544
1273,Divi,DIVI,https://www.coingecko.com/en/coins/divi,0.042235374549,-1.1,0.1,-11.4,79560,104452066,https://www.coingecko.com/coins/1273/sparkline,0.0007616890986148612
10481,Tether Gold,XAUT,https://www.coingecko.com/en/coins/tether-gold,1817.78,0,0.9,2,103849,155237694,https://www.coingecko.com/coins/10481/sparkline,0.0006689676799759728
13566,Escoin Token,ELG,https://www.coingecko.com/en/coins/escoin-token,2.4,0.4,3.7,-9.4,91114,136254160,https://www.coingecko.com/coins/13566/sparkline,0.000668706188493621
14995,Privateum,PVM,https://www.coingecko.com/en/coins/privateum,1.65,-0.1,72.4,94.3,47135,131819264,https://www.coingecko.com/coins/14995/sparkline,0.0003575729265185398
15586,Convex CRV,CVXCRV,https://www.coingecko.com/en/coins/convex-crv,2.13,NULL,3.7,-8.9,65732,188640201,https://www.coingecko.com/coins/15586/sparkline,0.00034845170674940065
8478,Sapphire,SAPP,https://www.coingecko.com/en/coins/sapphire,0.373376,0,3.7,-0.6,48295,236819380,https://www.coingecko.com/coins/8478/sparkline,0.0002039317897040352
13403,ankrETH,AETH,https://www.coingecko.com/en/coins/ankreth,3045.85,0,4.5,-2.7,28143,152816195,https://www.coingecko.com/coins/13403/sparkline,0.00018416241812590608
12696,cUNI,CUNI,https://www.coingecko.com/en/coins/compound-uniswap,0.549802,0.3,4.8,-5.9,18101.73,305128122,https://www.coingecko.com/coins/12696/sparkline,0.00005932501364131884
1357,LockTrip,LOC,https://www.coingecko.com/en/coins/locktrip,6.1,-0.1,1.4,3,5054.97,100716101,https://www.coingecko.com/coins/1357/sparkline,0.0000501902868539361
10645,cBAT,CBAT,https://www.coingecko.com/en/coins/compound-basic-attention-token,0.017144600647,NULL,6.8,6.5,4493.33,107890257,https://www.coingecko.com/coins/10645/sparkline,0.00004164722677414699
1365,Aave [OLD],LEND,https://www.coingecko.com/en/coins/aave-old,3.64,-0.4,2.7,-10.7,5340.01,195812297,https://www.coingecko.com/coins/1365/sparkline,0.00002727106561647658
2170,Pundi X [OLD],NPXS,https://www.coingecko.com/en/coins/pundi-x-old,0.001668364917,0.1,8.9,0.3,9608.47,394600483,https://www.coingecko.com/coins/2170/sparkline,0.000024349868826693756
2097,CRYPTO20,C20,https://www.coingecko.com/en/coins/crypto20,4.4,-0.8,3.3,1.3,3007.3,146565886,https://www.coingecko.com/coins/2097/sparkline,0.000020518417225683746
10805,pTokens BTC,PBTC,https://www.coingecko.com/en/coins/ptokens-btc,49532,NULL,5.3,6,621.47,126554007,https://www.coingecko.com/coins/10805/sparkline,0.000004910709781002826
11862,Unit Protocol,COL,https://www.coingecko.com/en/coins/unit-protocol,0.025979053627,NULL,NULL,NULL,NULL,114966356,https://www.coingecko.com/coins/11862/sparkline,NULL
